"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.157755435E2,-2.088857675E-1,6.926344152E-1,-1.560982631E0
2.157855255E2,-1.399669572E-1,8.570318069E-1,-1.804167745E0
2.157955085E2,1.339542471E-1,1.071131920E0,-1.915087087E0
2.158054915E2,3.436435682E-1,1.175639717E0,-1.850035059E0
2.158154745E2,3.824760968E-1,1.026884651E0,-1.591971120E0
2.158254565E2,4.764841218E-1,8.389737046E-1,-1.006638520E0
2.158354395E2,5.206923977E-1,9.165492994E-1,-2.614453840E-1
2.158454225E2,4.462579637E-1,9.563226449E-1,3.217202371E-1
2.158554055E2,4.306023727E-1,1.107312663E0,7.564905417E-1
2.158653875E2,5.698659099E-1,1.367531740E0,1.061276073E0
2.158753705E2,6.498395940E-1,1.323491681E0,1.283021201E0
2.158853535E2,7.387370794E-1,1.203075292E0,1.563322687E0
2.158953365E2,8.514534169E-1,1.099779696E0,1.908848693E0
2.159053185E2,9.235528019E-1,9.180922334E-1,2.288482677E0
2.159153015E2,9.374530953E-1,6.284437548E-1,2.576500148E0
2.159252845E2,7.299478371E-1,4.839251788E-1,2.854991335E0
2.159352675E2,5.062856989E-1,1.094037657E0,3.092067863E0
2.159452495E2,5.684511395E-1,1.845744664E0,3.013460235E0
2.159552325E2,9.146584560E-1,1.572806286E0,2.510527183E0
2.159652155E2,1.154900959E0,8.420044626E-1,1.733740371E0
2.159751985E2,1.139388003E0,-2.781924309E-1,1.341582236E0
2.159851805E2,9.540053203E-1,-1.899715488E0,1.921807292E0
2.159951635E2,8.077359051E-1,-2.554718685E0,3.223008072E0
2.160051465E2,8.736599725E-1,-2.562627921E0,4.038672436E0
2.160151295E2,1.147074607E0,-2.291175174E0,3.956363520E0
2.160251115E2,1.122671399E0,-1.651386140E0,3.048675091E0
2.160350945E2,9.871865880E-1,-8.728289370E-1,1.782320209E0
2.160450775E2,8.584478563E-1,-2.721037801E-1,6.135711426E-1
2.160550605E2,9.449375314E-1,2.563929877E-1,-2.819293499E-1
2.160650425E2,1.289646535E0,6.305277756E-1,-6.820554864E-1
2.160750255E2,1.494463098E0,6.846718962E-1,-7.947921431E-1
2.160850085E2,1.407269856E0,6.137472899E-1,-7.513525933E-1
2.160949915E2,1.082252374E0,4.343894681E-1,-7.819347006E-1
2.161049735E2,6.971187910E-1,1.472651960E-1,-1.022452900E0
2.161149565E2,5.168302387E-1,2.935685981E-3,-1.352131782E0
2.161249395E2,5.767472422E-1,1.231622787E-2,-1.667984338E0
2.161349225E2,5.445656290E-1,5.215849752E-2,-1.950882572E0
2.161449045E2,3.594000237E-1,1.323450568E-1,-2.224928121E0
2.161548875E2,3.329986390E-1,3.138228415E-1,-2.538244740E0
2.161648705E2,3.685897271E-1,5.248562365E-1,-2.898279442E0
2.161748535E2,2.400868209E-1,6.571545339E-1,-3.270040151E0
2.161848355E2,3.843652591E-2,6.628706257E-1,-3.607105821E0
2.161948185E2,-2.021175240E-1,6.779161694E-1,-3.692645323E0
2.162048015E2,-3.390183841E-1,7.843208031E-1,-3.475613635E0
2.162147845E2,-3.175235077E-1,9.358464997E-1,-3.105926934E0
2.162247665E2,-4.123819371E-1,1.108136755E0,-2.857700935E0
2.162347495E2,-3.649496161E-1,9.521524107E-1,-2.722778188E0
2.162447325E2,-3.617179331E-1,1.024910411E0,-2.451777284E0
2.162547155E2,-3.671658204E-1,1.157834726E0,-2.095991753E0
2.162646975E2,-1.919294451E-1,1.248025323E0,-1.702879352E0
2.162746805E2,-2.693571967E-1,1.458633553E0,-1.282628269E0
2.162846635E2,-4.744597061E-1,1.614693692E0,-9.930577773E-1
2.162946470E2,-5.123042379E-1,1.640987159E0,-9.348838288E-1
2.163046290E2,-5.883077722E-1,1.677914957E0,-1.107055678E0
2.163146120E2,-4.768147087E-1,1.747639495E0,-1.089439187E0
2.163245950E2,-2.448918982E-1,1.947256275E0,-8.314927769E-1
2.163345780E2,-2.102233181E-1,2.176743263E0,-6.684519392E-1
2.163445600E2,-4.437561228E-1,2.229754120E0,-7.174399120E-1
2.163545430E2,-9.115945150E-1,2.273683082E0,-8.178114617E-1
2.163645260E2,-1.287697220E0,2.319559459E0,-8.489759517E-1
2.163745090E2,-1.276236239E0,2.264217171E0,-7.713594264E-1
2.163844910E2,-1.174176744E0,2.010921782E0,-7.186292356E-1
2.163944740E2,-1.284555511E0,1.756402864E0,-3.460335445E-1
2.164044570E2,-1.667587897E0,1.424863251E0,4.233623868E-1
2.164144400E2,-2.465905327E0,7.459854341E-1,1.125742795E0
2.164244220E2,-2.907064299E0,8.471637899E-2,1.479883504E0
2.164344050E2,-2.617579177E0,-6.997438254E-1,1.814529596E0
2.164443880E2,-3.063045208E0,-1.345158685E0,2.312584900E0
2.164543710E2,-3.350655421E0,-1.143785110E0,2.712996966E0
2.164643530E2,-2.937341182E0,5.868410347E-1,2.265063409E0
2.164743360E2,2.200901327E0,2.315110459E0,1.388291548E0
2.164843190E2,1.072789971E0,3.854381355E0,2.158980299E0
2.164943020E2,5.809839519E-1,3.979759399E0,1.398206087E0
2.165042840E2,1.804582130E-1,3.236310195E0,1.527209113E0
2.165142670E2,-3.404953908E-1,2.601157272E0,2.565916103E0
2.165242500E2,-5.922973275E-1,1.826255310E0,4.136087633E0
2.165342330E2,-4.068515309E-1,8.752113120E-1,5.525921677E0
2.165442150E2,1.493923034E-1,1.729761707E-2,6.091782464E0
2.165541980E2,2.686823732E-1,-6.086656210E-1,5.872598416E0
2.165641810E2,-9.575583078E-2,-1.020820138E0,5.024908851E0
2.165741640E2,-4.212403957E-1,-1.124936318E0,3.897859204E0
2.165841460E2,-7.430483776E-1,-8.358355039E-1,2.688504733E0
2.165941290E2,-1.037832246E0,-3.766938218E-1,1.779209490E0
2.166041120E2,-1.138910432E0,-6.184181554E-2,1.364149565E0
2.166140950E2,-1.045001225E0,4.981503855E-2,1.450763785E0
2.166240770E2,-5.468597475E-1,-1.608103990E-1,1.908043531E0
2.166340600E2,-2.356931134E-1,-2.222496885E-1,2.580171615E0
2.166440430E2,-2.279673335E-1,-1.943429199E-1,3.201011431E0
2.166540260E2,-3.879281138E-1,-1.570676145E-1,3.378225335E0
2.166640080E2,-5.213021526E-1,-8.662229721E-2,2.830179260E0
2.166739910E2,-2.099031648E-1,-1.439606786E-1,1.681690212E0
2.166839740E2,3.539821764E-1,-1.862582672E-1,4.614523190E-1
2.166939570E2,8.044114707E-1,-4.616036888E-2,-5.602690941E-1
2.167039390E2,1.211938501E0,7.737814162E-2,-1.379658719E0
2.167139220E2,1.582883816E0,8.039417200E-2,-2.088737113E0
2.167239050E2,1.638156960E0,-2.011354476E-2,-2.883771915E0
2.167338880E2,1.254614258E0,-1.346750809E-1,-3.724907920E0
2.167438700E2,7.230428602E-1,-4.783907891E-1,-4.453363402E0
2.167538530E2,2.730300887E-1,-8.211370656E-1,-5.045865272E0
2.167638360E2,-1.497868443E-1,-1.049224084E0,-5.101599178E0
2.167738190E2,1.034228004E-1,-1.128190439E0,-4.570016524E0
2.167838010E2,6.100333578E-1,-9.690659206E-1,-3.586211380E0
2.167937840E2,1.038502118E0,-5.748540234E-1,-2.783848847E0
2.168037670E2,1.424612406E0,-3.056344372E-1,-2.486334913E0
2.168137500E2,1.956310835E0,-4.099819474E-1,-2.222657062E0
2.168237320E2,2.038487457E0,-3.285030438E-1,-1.518429519E0
2.168337150E2,1.483558187E0,5.249661642E-1,-9.265193868E-1
2.168436980E2,1.373776420E0,8.387228590E-1,-8.586653727E-1
2.168536810E2,5.549430116E-1,1.213733523E0,-9.977940220E-1
2.168636630E2,-4.252725991E-1,1.503594987E0,-9.463777006E-1
2.168736460E2,-6.780097979E-1,1.401027807E0,-2.584685665E-1
2.168836290E2,-2.735899413E-1,9.505232303E-1,1.241139350E0
2.168936120E2,7.471515150E-1,2.098889670E-1,3.151613569E0
2.169035940E2,1.330761525E0,-8.950713068E-2,4.654977152E0
2.169135770E2,1.160795610E0,4.112004341E-1,5.146260796E0
2.169235600E2,9.819056752E-1,1.286271376E0,4.518291469E0
2.169335430E2,8.344445244E-1,2.150905733E0,3.385142006E0
2.169435250E2,5.952795171E-1,2.871812021E0,2.628614627E0
2.169535080E2,5.524978887E-1,2.949969706E0,2.498093079E0
2.169634910E2,3.545346652E-1,2.305286113E0,2.767854958E0
2.169734730E2,-1.712284562E-1,1.371262264E0,3.027683587E0
2.169834560E2,-8.658144709E-1,6.045601447E-1,2.939090669E0
2.169934390E2,-1.332922071E0,2.212622948E-2,2.451316524E0
2.170034220E2,-1.472084049E0,-3.725945216E-1,1.655724481E0
2.170134040E2,-1.333309156E0,-4.541783097E-1,6.268361360E-1
2.170233870E2,-9.660751428E-1,-1.367420351E-1,-4.164597487E-1
2.170333700E2,-6.183252212E-1,4.529319756E-1,-1.253933058E0
2.170433530E2,-4.097261317E-1,1.018157316E0,-1.760173295E0
2.170533350E2,-1.969983964E-1,1.232153495E0,-1.871357515E0
2.170633180E2,-5.639550875E-2,9.614498491E-1,-1.730160121E0
2.170733010E2,-2.046574449E-1,4.296528945E-1,-1.707148989E0
2.170832840E2,-4.264651022E-1,-1.484184131E-1,-2.079480971E0
2.170932660E2,-7.572144270E-1,-4.594483686E-1,-2.990850806E0
2.171032490E2,-1.089228907E0,-6.197285530E-1,-4.465544906E0
2.171132320E2,-1.260609409E0,-6.349697591E-1,-5.849149327E0
2.171232150E2,-1.478411467E0,-3.273221255E-1,-6.496106901E0
2.171331970E2,-1.452234360E0,-3.778293511E-2,-6.195327297E0
2.171431800E2,-1.250022001E0,3.590696195E-1,-5.184729627E0
2.171531630E2,-1.558660994E0,9.006905542E-1,-3.680007151E0
2.171631460E2,-1.361307379E0,1.094457194E0,-2.517338605E0
2.171731280E2,-1.049769483E0,1.006219640E0,-1.894827654E0
2.171831110E2,-3.034572265E-1,5.627120974E-1,-1.286338912E0
2.171930940E2,5.315801965E-2,2.306331157E-1,-4.610061765E-2
2.172030770E2,-5.795400916E-1,4.278709921E-1,1.831965408E0
2.172130590E2,-8.824492878E-1,4.775502884E-1,3.332872576E0
2.172230420E2,-7.279976445E-1,3.015984880E-1,3.538610367E0
2.172330250E2,-8.123852456E-1,1.888873215E-1,2.491470523E0
2.172430070E2,-1.276752548E0,5.336173390E-1,1.142669315E0
2.172529900E2,-1.356763362E0,1.152979710E0,6.014247215E-1
2.172629730E2,-1.113377469E0,1.450212831E0,2.308836250E0
2.172729560E2,-9.089437529E-1,1.695118050E0,2.522295290E0
2.172829380E2,3.304021098E-1,1.229053301E0,3.438953347E0
2.172929210E2,1.051491635E0,4.355236818E-1,4.503136071E0
2.173029038E2,1.533178390E0,-7.073927875E-1,5.402540165E0
2.173128868E2,1.582159930E0,-1.446245788E0,6.146877269E0
2.173228688E2,1.615601034E0,-1.617594496E0,5.981277105E0
2.173328518E2,1.700327481E0,-1.082705826E0,4.700383705E0
2.173428348E2,1.791639647E0,-1.892406030E-1,2.333633122E0
2.173528178E2,2.052822345E0,6.882687378E-1,-4.036508381E-1
2.173627998E2,2.479131436E0,1.315640479E0,-2.686714316E0
2.173727828E2,3.120966557E0,2.055305073E0,-4.613383568E0
2.173827658E2,3.690327195E0,2.738185309E0,-5.473952794E0
2.173927488E2,3.434112730E0,2.398530346E0,-5.521536266E0
2.174027308E2,2.530329656E0,1.073975567E0,-5.152160636E0
2.174127138E2,1.590393395E0,-5.445957787E-1,-4.455388293E0
2.174226968E2,1.454041442E0,-1.493197906E0,-4.006708632E0
2.174326798E2,2.140809784E0,-1.591639875E0,-3.510460702E0
2.174426618E2,2.927168196E0,-1.221894336E0,-3.132986678E0
2.174526448E2,2.980487201E0,-9.138009618E-1,-2.974038892E0
2.174626278E2,2.542721368E0,-9.058195855E-1,-2.607869875E0
2.174726108E2,1.576296489E0,-3.562301385E-1,-1.870131354E0
2.174825928E2,1.376123493E0,5.009649519E-1,-1.385780754E0
2.174925758E2,1.514685254E0,6.625385039E-1,-1.013507829E0
2.175025588E2,9.687493669E-1,9.552144514E-1,-1.932919925E-1
2.175125408E2,7.401716937E-1,3.592793883E-1,1.319131266E0
2.175225238E2,2.973841256E-1,-5.164553956E-1,4.015849584E0
2.175325068E2,8.483134621E-1,-8.948853654E-1,6.358040691E0
2.175424898E2,2.066984886E0,-5.313194198E-1,7.360307833E0
2.175524718E2,1.586119372E0,-1.938848271E-1,6.933107919E0
2.175624548E2,2.266260188E-1,4.222620870E-1,5.562874326E0
2.175724378E2,-2.474612562E-1,1.223663703E0,4.147715406E0
2.175824208E2,-3.842035105E-1,1.189571293E0,3.893189617E0
2.175924028E2,-5.323769253E-1,3.203851716E-1,4.775674793E0
2.176023858E2,-6.686204121E-1,-1.177416540E-1,5.859169115E0
2.176123688E2,-7.179378755E-1,-3.571271744E-1,6.193570209E0
2.176223518E2,-9.337609441E-1,-2.615556040E-1,5.287572210E0
2.176323338E2,-1.367774253E0,1.195651813E-1,3.607804563E0
2.176423168E2,-1.788816611E0,5.652058252E-1,1.409535652E0
2.176522998E2,-1.663381995E0,1.142048706E0,-5.204688513E-1
2.176622828E2,-1.333082284E0,1.625816412E0,-1.850794027E0
2.176722648E2,-1.272724839E0,1.838064639E0,-3.014400467E0
2.176822478E2,-1.530040627E0,1.349843474E0,-3.836418416E0
2.176922308E2,-2.011346436E0,4.203584529E-1,-4.148372633E0
2.177022128E2,-2.479178214E0,-5.749568613E-1,-4.025179401E0
2.177121958E2,-2.725643616E0,-1.217182650E0,-3.827886159E0
2.177221788E2,-2.819249353E0,-1.440536859E0,-3.824605871E0
2.177321618E2,-2.810869708E0,-1.337454979E0,-4.369592682E0
2.177421438E2,-2.458266232E0,-8.977664347E-1,-5.330482587E0
2.177521268E2,-1.922671218E0,-3.168615298E-1,-6.493103771E0
2.177621098E2,-1.472763496E0,-2.521177594E-1,-7.287377266E0
2.177720928E2,-1.503531837E0,-5.383425470E-1,-6.582807076E0
2.177820748E2,-1.565197742E0,-7.892880128E-1,-4.180120676E0
2.177920578E2,-1.942902731E0,-5.811193515E-1,-1.199089683E0
2.178020408E2,-2.224888945E0,8.079495478E-1,1.082625427E0
2.178120238E2,-7.328533186E-1,1.925863067E0,1.467292694E0
2.178220058E2,9.453862321E-2,2.136745677E0,8.015579563E-1
2.178319888E2,2.750058446E-1,1.193255478E0,9.595123011E-1
2.178419718E2,1.531332058E-1,-2.974481161E-1,2.691981488E0
2.178519538E2,-1.604041819E-1,-1.540515768E0,5.556621898E0
2.178619368E2,-2.075996176E-1,-2.239184948E0,7.549095131E0
2.178719198E2,-2.131591503E-1,-2.000054440E0,7.129286097E0
2.178819028E2,-5.752193647E-1,-1.067913832E0,5.043729284E0
2.178918848E2,-1.113465835E0,8.454266187E-2,3.122658741E0
2.179018678E2,-9.374798463E-1,1.058415396E0,1.934425583E0
2.179118508E2,3.721629240E-1,1.286668256E0,1.289758948E0
2.179218338E2,1.770602388E0,1.035817734E0,1.499053600E0
2.179318158E2,2.198030198E0,1.012465563E0,2.024023638E0
2.179417988E2,2.269435226E0,5.232261059E-1,2.322973064E0
2.179517818E2,2.434061975E0,-1.452880697E-1,2.469094983E0
2.179617648E2,2.721423388E0,-6.359961648E-2,1.879990345E0
2.179717468E2,2.737066444E0,3.227504434E-1,5.151385295E-1
2.179817298E2,2.295538805E0,5.368435768E-1,-1.373644858E0
2.179917128E2,1.919023433E0,3.979856171E-1,-3.421868953E0
2.180016948E2,1.279478081E0,3.992662304E-1,-4.934619656E0
2.180116778E2,9.596188666E-1,3.516701142E-1,-5.523039585E0
2.180216608E2,1.075697061E0,3.561507625E-1,-5.400744485E0
2.180316438E2,1.507472860E0,2.411094258E-1,-4.977436477E0
2.180416258E2,2.008072142E0,1.369158436E-1,-4.580013508E0
2.180516088E2,2.141793724E0,1.730509785E-1,-4.340783451E0
2.180615918E2,2.241971585E0,1.721763081E-1,-4.353469570E0
2.180715748E2,2.471164897E0,1.378165340E-1,-4.481666849E0
2.180815568E2,2.795728050E0,-1.728064187E-2,-4.518671538E0
2.180915398E2,3.402462628E0,9.538994126E-2,-4.285205666E0
2.181015228E2,4.180982848E0,2.847815486E-1,-3.500949036E0
2.181115058E2,4.241347748E0,2.637261270E-1,-2.196332313E0
2.181214878E2,3.392539319E0,1.162780813E0,-7.235713023E-1
2.181314708E2,3.337206825E0,2.852646894E0,-4.852721214E-1
2.181414538E2,3.992802199E0,3.068024990E0,-9.465466851E-1
2.181514358E2,2.769416165E0,2.447509694E0,-2.178321719E-1
2.181614188E2,1.116432273E0,7.408362298E-1,2.411785253E0
2.181714018E2,7.647949035E-1,1.041086514E-1,6.647243977E0
2.181813848E2,2.343086608E0,1.140906525E-1,1.010781156E1
2.181913668E2,2.735210538E0,-3.842579627E-1,1.104783333E1
2.182013498E2,1.124565458E0,-8.774935533E-1,9.954629710E0
2.182113328E2,-1.240166848E-1,-7.335582735E-1,8.237257449E0
2.182213158E2,-6.991885592E-1,-3.355025630E-1,6.926190078E0
2.182312978E2,-1.244435718E0,-3.943324960E-1,5.996572251E0
2.182412808E2,-1.744700977E0,-8.229219282E-1,5.115112678E0
2.182512638E2,-2.497330310E0,-1.311530763E0,4.608958395E0
2.182612458E2,-2.952604753E0,-1.933166239E0,4.785472972E0
2.182712288E2,-3.211232072E0,-1.974606480E0,5.231929522E0
2.182812118E2,-2.941854063E0,-1.526116415E0,4.918747973E0
2.182911948E2,-2.426318069E0,-9.260956098E-1,3.291157370E0
2.183011766E2,-2.213197729E0,-2.747404906E-1,4.808066028E-1
2.183111596E2,-2.237271593E0,2.198257070E-1,-2.664194934E0
2.183211426E2,-2.303674328E0,5.134765316E-1,-5.399830565E0
2.183311256E2,-2.481386415E0,8.074129196E-1,-7.290552304E0
2.183411076E2,-2.396847225E0,9.597970605E-1,-8.327516824E0
2.183510906E2,-2.217675673E0,8.907393971E-1,-8.799153239E0
2.183610736E2,-2.021195340E0,6.441478412E-1,-8.855383573E0
2.183710556E2,-1.874831931E0,4.922846141E-1,-8.281280551E0
2.183810386E2,-1.992171662E0,4.053450689E-1,-7.498302122E0
2.183910216E2,-2.299908721E0,1.985111441E-2,-6.969714412E0
2.184010046E2,-2.680690222E0,-3.432943433E-1,-6.626233177E0
2.184109866E2,-2.960299982E0,-6.341398200E-1,-6.032501637E0
2.184209696E2,-3.322051134E0,-9.479238506E-1,-4.793474302E0
2.184309526E2,-3.253003703E0,-1.298570264E0,-2.827905863E0
2.184409356E2,-2.496350609E0,-6.416754191E-1,-2.940102822E-1
2.184509176E2,-9.763526476E-1,1.722040970E0,2.022616798E0
2.184609006E2,-1.322977857E-1,2.190240976E0,2.663406145E0
2.184708836E2,-1.250400170E0,4.117594644E-1,2.666144981E0
2.184808666E2,-1.841417725E0,-1.238866830E0,4.306004212E0
2.184908486E2,-1.270507283E0,-1.316394623E0,7.758935328E0
2.185008316E2,-5.153876209E-1,-1.207039704E0,1.064915731E1
2.185108146E2,-2.529499644E-1,-1.593185294E0,1.054751984E1
2.185207966E2,-2.319967229E-1,-1.039799177E0,8.003655336E0
2.185307796E2,9.362391768E-2,1.457929950E-1,5.000576833E0
2.185407626E2,3.037877586E-1,6.804081796E-1,2.585038837E0
2.185507456E2,3.499522023E-2,5.093992681E-1,9.592936152E-1
2.185607276E2,-4.546574890E-1,2.385589069E-1,-1.555300891E-2
2.185707106E2,-5.742174443E-1,-7.184292060E-2,-5.029628724E-1
2.185806936E2,-1.735123238E-1,-2.513528888E-1,-3.659094000E-1
2.185906756E2,5.546609199E-1,-3.571742445E-1,7.711308002E-2
2.186006586E2,9.357160337E-1,-4.015956149E-1,2.951949281E-1
2.186106416E2,9.312003022E-1,-4.527621871E-1,7.820183158E-2
2.186206246E2,7.015038373E-1,-5.013668018E-1,-6.364512974E-1
2.186306066E2,3.826534867E-1,-5.611995323E-1,-1.791664059E0
2.186405896E2,3.210618407E-2,-8.755929159E-1,-2.973015044E0
2.186505726E2,1.343323975E-1,-1.056324943E0,-3.807800388E0
2.186605556E2,6.134547099E-1,-8.256542590E-1,-4.192712070E0
2.186705376E2,8.479942042E-1,-5.196754938E-1,-4.372266029E0
2.186805206E2,1.259765363E0,-2.367772968E-1,-4.571667193E0
2.186905036E2,1.736851090E0,1.270228298E-1,-4.920869928E0
2.187004856E2,2.063031876E0,4.333398198E-1,-5.162579790E0
2.187104686E2,2.516589869E0,5.627804001E-1,-5.100937858E0
2.187204516E2,3.038125837E0,5.288405292E-1,-4.611703078E0
2.187304346E2,3.515417971E0,2.156428282E-1,-3.779157802E0
2.187404166E2,3.931401464E0,1.432148297E-1,-2.709635986E0
2.187503996E2,4.358395849E0,4.618145540E-2,-1.480385195E0
2.187603826E2,4.123027292E0,3.866757864E-1,-5.513000500E-1
2.187703656E2,4.007887723E0,1.516652842E0,-4.914766020E-1
2.187803476E2,4.540872539E0,1.491706720E0,-1.242461990E0
2.187903306E2,3.252094754E0,1.244635839E0,-9.273695719E-1
2.188003136E2,9.321229197E-1,8.245228227E-1,1.498156053E0
2.188102956E2,2.627380755E-1,4.901599917E-1,5.520432311E0
2.188202786E2,1.528295526E0,3.847238762E-1,9.273584037E0
2.188302616E2,1.799953657E0,-9.147632673E-2,1.077521041E1
2.188402446E2,5.159626580E-1,-3.777690517E-1,1.006094145E1
2.188502266E2,-2.217593629E-1,-2.280015763E-2,7.942210456E0
2.188602096E2,-1.596829644E-1,3.566612244E-1,5.553259165E0
2.188701926E2,-3.691560665E-1,6.545900182E-1,3.652220013E0
2.188801746E2,-1.069841659E0,9.794852203E-1,2.259928969E0
2.188901576E2,-1.912864414E0,7.810801300E-1,1.512387006E0
2.189001406E2,-2.542649447E0,5.406503334E-1,1.344743825E0
2.189101236E2,-2.943855565E0,4.817962075E-1,1.185793115E0
2.189201056E2,-2.994532213E0,4.000100693E-1,4.581147283E-1
2.189300886E2,-2.522989939E0,4.737483557E-1,-8.769227189E-1
2.189400716E2,-2.040447005E0,6.674475338E-1,-2.710727077E0
2.189500546E2,-1.614421504E0,7.550214288E-1,-4.527606084E0
2.189600366E2,-1.024244048E0,7.243566564E-1,-5.958874083E0
2.189700196E2,-5.392618024E-1,5.779738784E-1,-6.546259639E0
2.189800026E2,-2.899751186E-1,2.723172948E-1,-6.178881419E0
2.189899846E2,-7.323801327E-1,-2.796326001E-1,-5.399368635E0
2.189999676E2,-1.516107590E0,-6.616235608E-1,-4.558361853E0
2.190099506E2,-1.876656116E0,-5.563224428E-1,-3.998259990E0
2.190199336E2,-1.376546685E0,-4.203996392E-2,-4.173770015E0
2.190299156E2,-5.816102618E-1,5.609503313E-1,-5.096323235E0
2.190398986E2,-3.594086118E-2,5.466422311E-1,-6.149194520E0
2.190498816E2,-3.487805299E-1,1.659508781E-2,-6.164996620E0
2.190598636E2,-1.158983997E0,-4.392982056E-1,-4.628817878E0
2.190698466E2,-2.265016047E0,-5.899795277E-1,-2.231389294E0
2.190798296E2,-3.203146834E0,-3.633079007E-1,3.667671865E-1
2.190898126E2,-2.700459951E0,1.171664853E0,2.869188375E0
2.190997946E2,-9.436276089E-1,2.067527361E0,4.120359208E0
2.191097776E2,-8.367931317E-1,1.679897309E0,4.399411728E0
2.191197606E2,-7.886829722E-1,6.478464244E-1,5.399124221E0
2.191297426E2,-9.550793807E-1,-8.206914347E-3,7.429463437E0
2.191397256E2,-1.798913876E0,-3.057554381E-1,9.577227023E0
2.191497086E2,-2.625861466E0,-8.930312133E-1,1.034510677E1
2.191596916E2,-2.650147291E0,-1.118586826E0,8.765846329E0
2.191696736E2,-2.411393928E0,-7.119205058E-1,5.959094523E0
2.191796566E2,-2.244321143E0,-2.323958137E-1,3.606781885E0
2.191896396E2,-1.953431081E0,1.298078951E-1,2.021756088E0
2.191996226E2,-1.501784689E0,2.712687794E-1,1.340550787E0
2.192096046E2,-5.470012867E-1,1.116411854E-2,1.422940979E0
2.192195876E2,6.190363888E-1,-3.799939903E-1,1.688656585E0
2.192295706E2,1.651681132E0,-6.740488210E-1,1.743816878E0
2.192395526E2,2.209844351E0,-6.368067350E-1,1.365003843E0
2.192495356E2,2.215265305E0,-3.427850873E-1,3.555674297E-1
2.192595186E2,1.904174136E0,-2.725423213E-1,-1.282047640E0
2.192695016E2,1.382579404E0,-3.615705467E-1,-3.175275496E0
2.192794836E2,9.660778472E-1,-3.032224425E-1,-4.885113035E0
2.192894666E2,6.675343649E-1,-2.243855302E-1,-6.015566347E0
2.192994500E2,5.948710891E-1,-2.456924734E-1,-6.313252189E0
2.193094320E2,7.551496290E-1,-3.682870971E-1,-5.809188285E0
2.193194150E2,8.015930396E-1,-4.079710900E-1,-5.194333679E0
2.193293980E2,1.122020311E0,-1.928955879E-1,-4.992771385E0
2.193393810E2,1.326963027E0,2.486300415E-1,-5.184246647E0
2.193493630E2,1.893471831E0,4.212862233E-1,-5.834775116E0
2.193593460E2,2.090980251E0,8.132156964E-1,-6.501469967E0
2.193693290E2,2.304831785E0,6.915947802E-1,-6.616571823E0
2.193793110E2,2.564779697E0,4.639430502E-1,-5.783742372E0
2.193892940E2,3.126443352E0,8.261618704E-2,-4.007337207E0
2.193992770E2,3.468139724E0,-2.322990240E-1,-1.960994747E0
2.194092600E2,3.198505315E0,-2.022054881E-2,1.005884814E-1
2.194192420E2,3.082759096E0,1.274877492E0,1.449399045E0
2.194292250E2,4.093451491E0,1.498704083E0,1.309564637E0
2.194392080E2,4.094721214E0,1.001411548E0,1.067777592E0
2.194491910E2,2.728128975E0,-5.074144308E-2,2.831407176E0
2.194591730E2,2.060700883E0,-5.478344053E-1,6.810194183E0
2.194691560E2,3.504839773E0,-4.113684319E-1,1.045137875E1
2.194791390E2,3.814784595E0,-4.261392295E-1,1.157041654E1
2.194891210E2,2.106136965E0,-7.079678611E-1,1.057528242E1
2.194991040E2,3.862682720E-1,-5.517494085E-1,9.183248064E0
2.195090870E2,-6.827983752E-1,1.498873068E-1,8.074573876E0
2.195190690E2,-1.223600700E0,7.733338118E-1,7.023852612E0
2.195290520E2,-1.024737553E0,1.009282266E0,5.681503807E0
2.195390350E2,-1.291455225E0,1.110738401E0,4.001157285E0
2.195490180E2,-1.823202917E0,1.046680034E0,2.346988163E0
2.195590000E2,-2.224662657E0,1.094772579E0,9.483189762E-1
2.195689830E2,-2.365231183E0,1.347859222E0,-1.937854975E-1
2.195789660E2,-2.371084977E0,1.751254098E0,-1.297330508E0
2.195889480E2,-2.398534293E0,2.084428446E0,-2.623934516E0
2.195989310E2,-2.673716833E0,1.666632755E0,-4.108289385E0
2.196089140E2,-2.854631732E0,1.075217443E0,-5.050173501E0
2.196188970E2,-2.559745829E0,8.382778859E-1,-5.360375308E0
2.196288790E2,-1.999060998E0,5.436879620E-1,-5.291455931E0
2.196388620E2,-1.572758046E0,5.377929088E-2,-4.784426320E0
2.196488450E2,-1.633113883E0,-3.465707575E-1,-3.849064189E0
2.196588280E2,-2.241103274E0,-4.588307930E-1,-3.255760081E0
2.196688100E2,-2.772552904E0,-5.427761983E-1,-3.431566560E0
2.196787930E2,-2.991653921E0,-5.880405179E-1,-4.112903423E0
2.196887760E2,-3.026176760E0,-8.704836919E-1,-5.009404374E0
2.196987580E2,-3.463734432E0,-1.345457186E0,-5.262404040E0
2.197087410E2,-3.338475086E0,-1.768931985E0,-4.020118636E0
2.197187240E2,-2.092459158E0,-1.740805416E0,-1.569542370E0
2.197287070E2,-1.019421265E0,-9.312066610E-1,1.295043077E0
2.197386890E2,-1.635290802E-1,8.402712017E-1,3.917150338E0
2.197486720E2,3.159477197E-1,1.538826215E0,4.557882382E0
2.197586550E2,-9.074653575E-1,9.687559450E-1,3.944187863E0
2.197686370E2,-2.205568282E0,-7.704945501E-1,4.331094614E0
2.197786200E2,-3.744137951E0,-1.457259019E0,6.342605211E0
